ID,Timestamp,Tweet,Keluhan,Respon,Bukan Keluhan/Respon,Topik Umum, Topik Spesifik,Lokasi,Waktu ,
679515769575608320,"23 Des 2015, 11:15:58 AM",@pdkebersihanbdg @ridwankamil katanya yg mnt bukan Pd.Kebersihan tp buat orang yg kerja nya dan ongkos angkut ke TPA,,,Ya,Bukan Keluhan,-,-,-,
679516149034295296,"23 Des 2015, 11:17:29 AM","@ridwankamil @infobdg #plisatulah naha teu saling sabar wae nuju macet mah, pendatang juga udah tau dikota orang mungkin lebih sopan jg",,,Ya,Perhubungan,kemacetan,-,-,
679519262050893824,"23 Des 2015, 11:29:51 AM",@relawan_bdg @Satpolppbdg jl.pagarsih barat gg.madrasah jalan jadi sempit dan di jalan utamanya kol buntung pd sembarangan parkir semerawut,Ya,,,Perhubungan,parkir sembarangan,Jalan Pagarsih Barat Gang Madrasah ,-,
679519864575295488,"23 Des 2015, 11:32:15 AM",tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,,Ya,Bukan Keluhan,-,-,-,
679521438122942464,"23 Des 2015, 11:38:30 AM",#lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskamtam,Ya,,,Lingkungan Hidup,pohon tumbang,Jalan menuju Lembang setelah Farmhouse,-,
679522257287262208,"23 Des 2015, 11:41:45 AM",RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam?,Ya,,,Lingkungan Hidup,pohon tumbang,Jalan menuju Lembang setelah Farmhouse,-,
679522594505146368,"23 Des 2015, 11:43:06 AM","@pdkebersihanbdg @ridwankamil ya makasih, maaf saya cm tahu KATANYA"" dr penjelasan Pengurus RW &amp; petugas kebersihan..Sekali lg Terima kasih""",,,Ya,Bukan Keluhan,-,-,-,
679523083288313856,"23 Des 2015, 11:45:02 AM",RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam?,Ya,,,Lingkungan Hidup,pohon tumbang,Jalan menuju Lembang setelah Farmhouse,-,
679524537860374529,"23 Des 2015, 11:50:49 AM",@Satpolppbdg jl.pagarsih barat gg.madrasah jalan jd sempit aparat gada yg mempan sm pemilik https://t.co/vjOSaSufa0,Ya,,,Infrastruktur,jalan sempit,Jalan Pagarsih Barat Gang Madrasah ,-,
679525441779019776,"23 Des 2015, 11:54:24 AM",RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam?,Ya,,,Lingkungan Hidup,pohon tumbang,Jalan menuju Lembang setelah Farmhouse,-,
679525736634425344,"23 Des 2015, 11:55:35 AM",RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam?,Ya,,,Lingkungan Hidup,pohon tumbang,Jalan menuju Lembang setelah Farmhouse,-,
679526135034589184,"23 Des 2015, 11:57:10 AM",RT @infobdg: #lalinBDG 11.38 :  jalan menuju lembang macet total karena pohon tumbang dijalan setelah farmhouse | @cicutmaricut1 cc @diskam?,Ya,,,Lingkungan Hidup,pohon tumbang,Jalan menuju Lembang setelah Farmhouse,-,
679529514825695232,"23 Des 2015, 12:10:36 PM","@dishub_kotabdg mau nanya, kalau nomor telepon dishub bandung berapa ya?",,,Ya,Bukan Keluhan,-,-,-,
679532291224252420,"23 Des 2015, 12:21:37 PM","Pa itu rumput2 yg baru di tanam di deket stopan jalan ibrahim adjie pada kering , lebar ga di rawat:( @dbmpkotabdg @ridwankamil",Ya,,,Lingkungan Hidup,kondisi taman,Jalan Ibrahim Hajie,-,
679532971049652224,"23 Des 2015, 12:24:20 PM","Punten telat posting,kemarin sore jl.AsiaAfrika macet total,trotoar jd jl utama pengguna sepeda motor @ridwankamil https://t.co/XC2xkmIN95",Ya,,,Perhubungan,motor naik trotoar,Jalan Asia Afrika,-,
679536087677583360,"23 Des 2015, 12:36:43 PM",@ridwankamil mohon diawasi pedagang sayur dan buahbuahan di pasar kordon masih ada yg buang sampah kesungai pas jembatan,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,Pasar Kordon ,-,
679536452561022976,"23 Des 2015, 12:38:10 PM",Dari sukajadi sampai lembang macet total+tak ada polisi yg atur ?? #lalinBDG @ridwankamil https://t.co/5dVZx9WzML,Ya,,,Perhubungan,kemacetan,Sukajadi sampai Lembang,-,
679536560455327744,"23 Des 2015, 12:38:35 PM","@ridwankamil tak ada kaki lima,kaki 6,7,8 9 sampai 10 pun jadi. https://t.co/zX6SHPioLZ",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,-,-,
679537111586897920,"23 Des 2015, 12:40:47 PM",RT @MuhammadIbnoe: Dari sukajadi sampai lembang macet total+tak ada polisi yg atur ?? #lalinBDG @ridwankamil https://t.co/5dVZx9WzML,Ya,,,Perhubungan,kemacetan,Sukajadi sampai Lembang,-,
679537300234047488,"23 Des 2015, 12:41:32 PM","RT @Beduz_Asa: Punten telat posting,kemarin sore jl.AsiaAfrika macet total,trotoar jd jl utama pengguna sepeda motor @ridwankamil https://t?",Ya,,,Perhubungan,motor naik trotoar,Jalan Asia Afrika,-,
679537574038343680,"23 Des 2015, 12:42:37 PM",RT @MuhammadIbnoe: Dari sukajadi sampai lembang macet total+tak ada polisi yg atur ?? #lalinBDG @ridwankamil https://t.co/5dVZx9WzML,Ya,,,Perhubungan,kemacetan,Sukajadi sampai Lembang,-,
679541249628483584,"23 Des 2015, 12:57:13 PM",Bukan di Tebing Keraton tapi ini masih di Jawa Barat euy. #JabarKahiji  @aheryawan @ridwankamil @dedeyusuf_1 ? https://t.co/8PJhShsWfK,,,Ya,Bukan Keluhan,-,-,-,
679541791087972352,"23 Des 2015, 12:59:22 PM",Bukan di Tebing Keraton tapi ini masih di Jawa Barat euy. #JabarKahiji  @aheryawan @ridwankamil @dedeyusuf_1 ? https://t.co/d6XOwJAm4j,,,Ya,Bukan Keluhan,-,-,-,
679542242692866049,"23 Des 2015, 01:01:10 PM",Perilaku melanggar rambu lalu lintas di jalan Purnawarman perlu di tindak tegas @PRFMnews @ridwankamil https://t.co/sy8f3CBzzC,Ya,,,Perhubungan,kecelakaan / pelanggaran lalu lintas,Jalan Purnawarman ,-,
679546805181218817,"23 Des 2015, 01:19:18 PM","@pdkebersihanbdg @ridwankamil terimakasih pak, skr sampah sdg di angkut",,,Ya,Bukan Keluhan,-,-,-,
679550238227431424,"23 Des 2015, 01:32:56 PM","13.32: RT @Satpolppbdg:  Penertiban PKL di Jalan Trunojoyo, Jalan Aceh &amp; Jl Diponegoro (23/12/2015). https://t.co/2pkV4xGzXm",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,"Jalan Trunojoyo, Jalan Aceh dan Jalan Diponegoro",-,
679550441122693121,"23 Des 2015, 01:33:45 PM","RT @Satpolppbdg: Penertiban pkl di jl. Trunojoyo, jl. Aceh &amp; jl. Diponegoro 23/12/2015 cc @ridwankamil @PemkotBandung @PRFMnews https://t.c?",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,"Jalan Trunojoyo, Jalan Aceh dan Jalan Diponegoro",-,
679550739304329217,"23 Des 2015, 01:34:56 PM","RT @Satpolppbdg: Penertiban pkl di jl. Trunojoyo, jl. Aceh &amp; jl. Diponegoro 23/12/2015 cc @ridwankamil @PemkotBandung @PRFMnews https://t.c?",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,"Jalan Trunojoyo, Jalan Aceh dan Jalan Diponegoro",-,
679551048860602368,"23 Des 2015, 01:36:10 PM",RT @MuhammadIbnoe: Dari sukajadi sampai lembang macet total+tak ada polisi yg atur ?? #lalinBDG @ridwankamil https://t.co/5dVZx9WzML,Ya,,,Perhubungan,kemacetan,Sukajadi sampai Lembang,-,
679551601091211266,"23 Des 2015, 01:38:21 PM","RT @PRFMnews: 13.32: RT @Satpolppbdg:  Penertiban PKL di Jalan Trunojoyo, Jalan Aceh &amp; Jl Diponegoro (23/12/2015). https://t.co/2pkV4xGzXm",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,"Jalan Trunojoyo, Jalan Aceh dan Jalan Diponegoro",-,
679555586648715264,"23 Des 2015, 01:54:12 PM",RT @satrio_mario912: Perilaku melanggar rambu lalu lintas di jalan Purnawarman perlu di tindak tegas @PRFMnews @ridwankamil https://t.co/sy?,Ya,,,Perhubungan,kecelakaan / pelanggaran lalu lintas,Jalan Purnawarman ,-,
679557554481971200,"23 Des 2015, 02:02:01 PM","@dishub_kotabdg @PRFMnews traffic light pertigaan Jl. Pelajar Pejuang - Jl. Talaga Bodas sudah beberapa minggu tdk berfungsi,mohon perhatian",Ya,,,Perhubungan,lampu lalu lintas,pertigaan Jalan Pelajar Pejuang - Jalan Talaga Bodas,-,
679558800630677504,"23 Des 2015, 02:06:58 PM","@infobdg @ridwankamil pak gimana initeh,angkot teh buang sampah di jalan pasir koja gera. Tilang pak tilang https://t.co/RZygR6ZhIW",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,Jalan Pasir Koja,-,
679559626006761472,"23 Des 2015, 02:10:15 PM","@pdamtirtawening no.langganan 00203940382 sdh 5 hri krisis air bersih, @ridwankamil @OdedMD @PRFMnews ada apa gerangan?!",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,-,-,
679560769462116352,"23 Des 2015, 02:14:47 PM","RT @persibonline: Sudah lama kita menginginkan GBLA ada &amp; bisa dipakai khususnya untuk PERSIB, sekarang? Bisa kali mulai di gunakan @ridwan?",,,Ya,Bukan Keluhan,-,-,-,
679565808729640960,"23 Des 2015, 02:34:49 PM",mobil ini buang sampah sembarangan di kota Kediri... malu2in urang bandung. cc: @ridwankamil https://t.co/qx863tyVkm,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),buang sampah sembarangan,Kota Kediri ,-,
679570946756186113,"23 Des 2015, 02:55:14 PM",@ridwankamil  Pa wali punten bade tumaros ari triseda yg bpk berikan untuk mengambil sampah di rw atw untuk usaha angkut pa rw Terima kadih.,,,Ya,Pengelolaan Sampah,truk / angkutan / gerobak sampah,-,-,
679572020883922944,"23 Des 2015, 02:59:30 PM","@dbmpkotabdg @ridwankamil @Kelcikawao seeur pisan anu pasea,anu di rampok daerah lengkong besar teh, jalan rayana lampuna pareum.",Ya,,,Infrastruktur,lampu penerangan jalan umum,daerah Lengkong Besar,-,
679574208699973633,"23 Des 2015, 03:08:11 PM",zona kemacetan baru di jalan raya Lembang menuju bandung. pd parkir sembarngan di pinggir jalan. @ridwankamil https://t.co/MYIbhtPz90,Ya,,,Perhubungan,parkir sembarangan,Jalan Raya Lembang menuju Bandung,-,
679575466987008000,"23 Des 2015, 03:13:11 PM","@dbmpkotabdg Bapak, lapor. di jalan terusan jakarta depan apotek K 24 sblm borma antapani ada lubang 2 cukup dalem. Mohon diperbaiki, nuhun.",Ya,,,Infrastruktur,jalan rusak,Jalan Terusan Jakarta depan Apotek K24 sebelum Borma Antapani ,-,
679578315368349696,"23 Des 2015, 03:24:30 PM",RT @PRFMnews: 13.30: RT @Bazivakack:  Pohonnya sdh tinggi. Membahayakan rumah sekitar lokasi Jl Logam II Margacinta. cc @diskamtam https://?,Ya,,,Lingkungan Hidup,pohon tumbang,Jalan Logam II Margacinta,-,
679578739131334656,"23 Des 2015, 03:26:12 PM","BANDUNG INFO | 13.32 |  @Satpolppbdg:  Penertiban PKL di Jalan Trunojoyo, Jalan Aceh &amp; Jl Diponegoro (23/12/2015).  https://t.co/zHWtv68aci",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,"Jalan Trunojoyo, Jalan Aceh dan Jalan Diponegoro",-,
679578739525591040,"23 Des 2015, 03:26:12 PM","BANDUNG INFO | 13.32 |  @Satpolppbdg:  Penertiban PKL di Jalan Trunojoyo, Jalan Aceh &amp; Jl Diponegoro (23/12/2015).  https://t.co/c8IbrliYBc",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,"Jalan Trunojoyo, Jalan Aceh dan Jalan Diponegoro",-,
679578739689132033,"23 Des 2015, 03:26:12 PM","PRFM News | Photo - 13.32 |  @Satpolppbdg:  Penertiban PKL di Jalan Trunojoyo, Jalan Aceh &amp; Jl Diponegoro (23/...  https://t.co/c8IbrliYBc",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,"Jalan Trunojoyo, Jalan Aceh dan Jalan Diponegoro",-,
679582296349908992,"23 Des 2015, 03:40:20 PM",@ridwankamil kang punten apa bs becak dikota bdg di kepinggirkan? Kurang indah diliatnya ditengah msh ada becak..nuhun,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),becak,-,-,
679583850981244928,"23 Des 2015, 03:46:30 PM",15.43: RT @foodiedudi: Jl Surapati dpn Hotel Yehezkiel ada jualan mangga &amp; sepatu pakai mobil. Parkir tiap hari. cc @IWGinting @Satpolppbdg,Ya,,,Perhubungan,parkir sembarangan,Jalan Surapati depan Hotel Yehezkiel ,-,
679584732527476736,"23 Des 2015, 03:50:00 PM",sampahnya dibak sampah pemukiman atau di TPS kang? @barded_82 @ridwankamil,,,Ya,Bukan Keluhan,-,-,-,
679589464327323649,"23 Des 2015, 04:08:49 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 23/12 URC Gedebage, perbaikan jl Jupiter Barat Utama https://t.co/OH0wyH?",,Ya,,Infrastruktur,jalan rusak,Jalan Jupiter Barat Utama,-,
679591524091297793,"23 Des 2015, 04:17:00 PM",meresahkan banget. di KM 2 GT Pasirkoja. Membawa foto yang tidak sewajarnya dilihat anak2. @PRFMnews @ridwankamil https://t.co/DbT67cD5IP,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),pedagang,KM 2 GT Pasirkoja,-,
679593107797626880,"23 Des 2015, 04:23:17 PM","13.32 | @Satpolppbdg: Penertiban PKL di Jalan Trunojoyo, Jalan Aceh &amp; Jl Diponegoro (23/12/2015? https://t.co/c8IbrliYBc",,Ya,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,"Jalan Trunojoyo, Jalan Aceh dan Jalan Diponegoro",-,
679593576473309184,"23 Des 2015, 04:25:09 PM","@pdkebersihanbdg @InspekturVjayz @ridwankamil maaf pa..d setiap TPS jg seperti itu, bulanan 200ribu harian sekali buang 15..tps cijagra",Ya,,,Pengelolaan Sampah,Biaya sampah,TPS Cijagra,-,
679595189694955520,"23 Des 2015, 04:31:34 PM","Apanya yg tertata ya? jalan masih macet, halte gak terlalu kepake, tarif angkot gak jelas berapa.  https://t.co/8Cmf3iHcCN",,,Ya,Perhubungan,kemacetan,-,-,
679599984384151552,"23 Des 2015, 04:50:37 PM",RT @jemmymichael: meresahkan banget. di KM 2 GT Pasirkoja. Membawa foto yang tidak sewajarnya dilihat anak2. @PRFMnews @ridwankamil https:/?,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),pedagang,KM 2 GT Pasirkoja,-,
679603025896341504,"23 Des 2015, 05:02:42 PM",RT @jemmymichael: meresahkan banget. di KM 2 GT Pasirkoja. Membawa foto yang tidak sewajarnya dilihat anak2. @PRFMnews @ridwankamil https:/?,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),pedagang,KM 2 GT Pasirkoja,-,
679603754321100808,"23 Des 2015, 05:05:36 PM",RT @jemmymichael: meresahkan banget. di KM 2 GT Pasirkoja. Membawa foto yang tidak sewajarnya dilihat anak2. @PRFMnews @ridwankamil https:/?,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),pedagang,KM 2 GT Pasirkoja,-,
679604113043095554,"23 Des 2015, 05:07:01 PM","pak,ada ide biar perangkotan ga ngrokok lg?saya pasrah tiap hr nyium asap di angkot.stiker anti rokok kl ga drobek ya ditimpa @ridwankamil",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),merokok di tempat umum,di dalam angkot,-,
679604391695912961,"23 Des 2015, 05:08:08 PM","Pak @ridwankamil kumaha ieu tos seueur deui nu sok ngagarajleng ka lebet angkot, matak gimir",Ya,,,Bidang Lainnya,-,di dalam angkot,-,
679605015418257408,"23 Des 2015, 05:10:36 PM",RT @jemmymichael: meresahkan banget. di KM 2 GT Pasirkoja. Membawa foto yang tidak sewajarnya dilihat anak2. @PRFMnews @ridwankamil https:/?,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),pedagang,KM 2 GT Pasirkoja,-,
679608071102922752,"23 Des 2015, 05:22:45 PM",@ridwankamil mohon di atasi dan mohon udag pak bangsat na. Karunya teteh abi bade ngalahirkeun teu nyandak acis sepeser pun,Ya,,,Kriminalitas,pencurian/perampokkan,-,-,
679610606480052225,"23 Des 2015, 05:32:49 PM",@ridwankamil @dishub_kotabdg @PRFMnews sejak kapan di bdg ada jalan Ir.H. Djuadan? #hayatilelah #bandung https://t.co/kw5Q9m7SPx,,,Ya,Bukan Keluhan,-,-,-,
679611126011674624,"23 Des 2015, 05:34:53 PM",Via @morefach: Sejak kapan di BDG ada Jalan Ir.H. Djuadan? #hayatilelah  @ridwankamil @dishub_kotabdg  @dbmpkotabdg https://t.co/G0LpRg9IGI,,,Ya,Bukan Keluhan,-,-,-,
679613242981789696,"23 Des 2015, 05:43:18 PM","Mau nanya, kalo bak kontrol di dpn makam pahlawan cikutra, aliran air dari mana... @dbmpkotabdg nuhun.. tos beres ayeuna",,,Ya,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,depan makan Pahlawan Cikutra,-,
679613334023352320,"23 Des 2015, 05:43:40 PM",RT @PRFMnews: Via @morefach: Sejak kapan di BDG ada Jalan Ir.H. Djuadan? #hayatilelah  @ridwankamil @dishub_kotabdg  @dbmpkotabdg https://t?,,,Ya,Bukan Keluhan,-,-,-,
679614259966312448,"23 Des 2015, 05:47:20 PM",RT @PRFMnews: Via @morefach: Sejak kapan di BDG ada Jalan Ir.H. Djuadan? #hayatilelah  @ridwankamil @dishub_kotabdg  @dbmpkotabdg https://t?,,,Ya,Bukan Keluhan,-,-,-,
679616725168422917,"23 Des 2015, 05:57:08 PM","@Satpolppbdg @ridwankamil @PemkotBandung @PRFMnews reklame roko oge sami kang rajia, Jl. Lengkong besar aya nu enggal  auto bridal GG mild",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),reklame liar,Jalan Lengkong Besar,-,
679618501586243584,"23 Des 2015, 06:04:12 PM","lapor warga geger kalong hilir bakar sampah,agak krg nyaman,sy pndatang baru pak @ridwankamil bagaimana? https://t.co/mSUXme8gV3",Ya,,,Pengelolaan Sampah,pembakaran sampah,Geger Kalong Hilir,-,
679620082746560514,"23 Des 2015, 06:10:29 PM","@ridwankamil @arbainrambey ini yg cari ibu susu anaknya mas galih kang, mba tya meninggal dunia pagi tadi paska melahirkan",,,Ya,Bukan Keluhan,-,-,-,
679620243136712704,"23 Des 2015, 06:11:07 PM",RT @PRFMnews: Via @morefach: Sejak kapan di BDG ada Jalan Ir.H. Djuadan? #hayatilelah  @ridwankamil @dishub_kotabdg  @dbmpkotabdg https://t?,,,Ya,Bukan Keluhan,-,-,-,
679623685863419905,"23 Des 2015, 06:24:48 PM",Kang @ridwankamil angkot ngetem diatas trotoar perempatan bip dago mohon ditindak. bkin macet kang. https://t.co/IMNMPAeOVP,Ya,,,Perhubungan,angkutan umum ugal - ugalan / ngetem,perempatan BIP Dago ,-,
679624250567725056,"23 Des 2015, 06:27:02 PM","@pdkebersihanbdg @InspekturVjayz @ridwankamil sy koordinator sampah d Rw sy pa,jd mmang ada biaya sejumlh tsb...tp tdk apa demi kebersihan""",,,Ya,Pengelolaan Sampah,Biaya sampah,-,-,
679624372466798592,"23 Des 2015, 06:27:31 PM",Lapor Jl. Rumah sakit sagedengeun RSHS PJU na pareum teras jalan na reksak peryogi perhatosan @dbmpkotabdg @PRFMnews https://t.co/VwF1uzpQgg,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Rumah Sakit - RSHS,-,
679624698892652544,"23 Des 2015, 06:28:49 PM",@disyanjakkotbdg min mau tanya alamat kantor pajak kerja (npwp) buat daerah bandung selatan atau bandung kidul dimana ya? mohon direspon,,,Ya,Bukan Keluhan,-,-,-,
679625295918280704,"23 Des 2015, 06:31:12 PM",RT @dudi_abi: Lapor Jl. Rumah sakit sagedengeun RSHS PJU na pareum teras jalan na reksak peryogi perhatosan @dbmpkotabdg @PRFMnews https://?,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Rumah Sakit - RSHS,-,
679628711285555200,"23 Des 2015, 06:44:46 PM",Kondisi lalin saat in jl.Dr.Junjunan arah gasibu lancar arah pintu tol macet @se_bdg @ridwankamil @PRFMnews https://t.co/rrSW4UPZP6,,,Ya,Perhubungan,kemacetan,Jalan Dr. Junjunan,-,
679630258614714368,"23 Des 2015, 06:50:55 PM",RT @Kec_Sukajadi: Kondisi lalin saat in jl.Dr.Junjunan arah gasibu lancar arah pintu tol macet @se_bdg @ridwankamil @PRFMnews https://t.co/?,,,Ya,Perhubungan,kemacetan,Jalan Dr. Junjunan,-,
679635180995280896,"23 Des 2015, 07:10:28 PM",@ridwankamil kang emil ini kenapa udh 3 hari lampu jalan pahlawan mati terus? Jadi serem kang mau nyebrang. Trims.,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Pahlawan,3 hari,
679636702701424640,"23 Des 2015, 07:16:31 PM","Ada yg broadcast saya, cari DonorASI di bdg, bayi baru lahir, ibunya meninggal. CP: Grace 0811221456. Mungkin kang @ridwankamil bs bantu?",,,Ya,Bukan Keluhan,-,-,-,
679637106906411008,"23 Des 2015, 07:18:07 PM","@PRFMnews @ridwankamil @infobdg mhn perhatian pihak terkait, tiap hr batas kota bdg cimahi macet krn angkot nget dan tdk pnh ditindak",Ya,,,Perhubungan,kemacetan,batas kota Bandung Cimahi,-,
679638600787464192,"23 Des 2015, 07:24:04 PM",Brp bnyk energi terbuang prcma krn angkot yg ngetem seenaknya dan pelanggar spt ini @PRFMnews @ridwankamil @infobdg https://t.co/APtZ9nQyy2,,,Ya,Perhubungan,angkutan umum ugal - ugalan / ngetem,-,-,
679639108952535041,"23 Des 2015, 07:26:05 PM",Dan macet yg tak sepatutny ini kg krn makhluk spt ini @infobdg @PRFMnews @ridwankamil https://t.co/lJzDN03y26,,,Ya,Bukan Keluhan,-,-,-,
679640575411277824,"23 Des 2015, 07:31:54 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 23/12 URC Karees, pengerukan saluran jl Asmarandana https://t.co/dl9MoJh?",,Ya,,Infrastruktur,drainase / gorong - gorong,Jalan Asmarandana,-,
679640639126941696,"23 Des 2015, 07:32:10 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 23/12 URC Bojonagara, lanjutan pemasangan tegel difabel jl Cicendo https?",,Ya,,Infrastruktur,pemasangan ubin,Jalan Cicendo ,-,
679640979263995904,"23 Des 2015, 07:33:31 PM",@dbmpkotabdg @PRFMnews pju fly over kircon udah banyak yg mati lg. Padahal blm lama,Ya,,,Infrastruktur,lampu penerangan jalan umum,flyover Kircon,-,
679641367740452864,"23 Des 2015, 07:35:03 PM",Punten ieu lampu PJU di jl.pungkur (dekat hotel brawijaya) pareum. Hatur nuhun @dbmpkotabdg https://t.co/LYt6ZYNg3Q,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Pungkur (dekat Hotel Brawijaya),-,
679643464158457856,"23 Des 2015, 07:43:23 PM",@ridwankamil kang rencana buat sarana kesehatan di bandung udh ada ? kan taman udh banyak di bangun tinggal kesehatannya kapan ?,,,Ya,Perencanaan & Program Pembangunan,-,-,-,
679643634036154368,"23 Des 2015, 07:44:04 PM",@ridwankamil kang rencana buat sarana kesehatan di bandung udh ada ? kan taman udh banyak di bangun tinggal kesehatannya  .kapan ?,,,Ya,Perencanaan & Program Pembangunan,-,-,-,
679644259411099648,"23 Des 2015, 07:46:33 PM",@mahsina_se kata kang @ridwankamil di bandung klo malem minggu suka ada appolinaris night. Banyak stan makanan di sana,,,Ya,Bukan Keluhan,-,-,-,
679644362054078464,"23 Des 2015, 07:46:57 PM","@ridwankamil, punten ah bade laporan naha nya asa aneh ari catatan sipil meni sering pisan salah nyerat nami,abdi jadi sesah ngadamel paspor",Ya,,,Administrasi Kependudukan,catatan sipil ,-,-,
679645514577653760,"23 Des 2015, 07:51:32 PM","Pak @ridwankamil pami rajia tempat sampah msh ada?? Asa banyak angkot nu teu aya tempat sampah, atanapi tos males nindak?",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),tempat sampah di angkot,-,-,
679648399851847680,"23 Des 2015, 08:03:00 PM",RT @morefach: @ridwankamil @dishub_kotabdg @PRFMnews sejak kapan di bdg ada jalan Ir.H. Djuadan? #hayatilelah #bandung https://t.co/kw5Q9m7?,,,Ya,Bidang Lainnya,-,-,-,
679649495370432512,"23 Des 2015, 08:07:21 PM","RT @malicman: @pdamtirtawening no.langganan 00203940382 sdh 5 hri krisis air bersih, @ridwankamil @OdedMD @PRFMnews ada apa gerangan?!",Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,-,lima hari ,
679655211594461184,"23 Des 2015, 08:30:04 PM","@dbmpkotabdg ieu info deui sapanjang jl. Ibu inggit ganarsih (simpang moh.toha - otista) PJU na pareum, mun teu lepat aya 3 PJU. Hatur nuhun",Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Ibu Inggit Ganarsih (simpang Moh. Toha - Otista),-,
679655730320818177,"23 Des 2015, 08:32:08 PM",@dbmpkotabdg info PJU jl.Cikawao (simpang cikawao-karapitan) pareum. Hatur nuhun https://t.co/6S7RgW13g3,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Cikawao (simpang Cikawao - Karapitan),-,
679656364071768064,"23 Des 2015, 08:34:39 PM",@dbmpkotabdg 3-4 PJU di kiri jl.Otista setelah simpang pungkur-pasirkoja pareum #InfoPJU,Ya,,,Infrastruktur,lampu penerangan jalan umum,sebelah kiri Jalan Otista setelah simpang Pungkur - Pasir Koja,-,
679660363877490688,"23 Des 2015, 08:50:32 PM",RT @ary_is_mail: Punten ieu lampu PJU di jl.pungkur (dekat hotel brawijaya) pareum. Hatur nuhun @dbmpkotabdg https://t.co/LYt6ZYNg3Q,Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Pungkur (dekat Hotel Brawijaya),-,
679660473726439424,"23 Des 2015, 08:50:59 PM",@dbmpkotabdg @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg kang upami skywalk dibuatnya kapan? bknnya udah dilelang juga ya kang? nuhun,,,Ya,Bukan Keluhan,-,-,-,
679663818973163520,"23 Des 2015, 09:04:16 PM",@ridwankamil pak kalau twit saya mau di bales sama bapak boleh ga pak?saya cemburu,,,Ya,Bukan Keluhan,-,-,-,
679664085898674176,"23 Des 2015, 09:05:20 PM",0m @ridwankamil kalo pinjam buku mah Gak boleh gak dikembaikan ya pak? diantos di ledeng @komunitasccl  hehehe,,,Ya,Bukan Keluhan,-,-,-,
679665559017930752,"23 Des 2015, 09:11:11 PM",RT @PRFMnews: Via @morefach: Sejak kapan di BDG ada Jalan Ir.H. Djuadan? #hayatilelah  @ridwankamil @dishub_kotabdg  @dbmpkotabdg https://t?,,,Ya,Bukan Keluhan,-,-,-,
679667221132525568,"23 Des 2015, 09:17:47 PM","@ridwankamil alhamdulillah kang Emil,mugi daerah abi jl.Purwakarta V no 3 tiasa ngocor cai PDAM tos sasasih..Nuhun",,,Ya,Bukan Keluhan,-,-,-,
